mgrtomsa:confidence,id,msa,cleanedtweet,cleanedtweet2
1.0,4994,أنسة خضراوية هو لم يفعل تعليق لمذا انت رديتي عليه,خضراوية دابا هو ما دارلكش منشن علاش كتردي,خضراوية دابا هو ما دارلكش منشن علاش كتردي
1.0,4995,كيف تاتي الينا ولا تخبرنا كنا قمنا بالواجب واكلت الطبق الخاص بنا,كيفاش جي عدنا وماتقلناش كان قمنا بالواجب وكليت لبربوشة تاعنا,كيفاش جي عدنا وماتقلناش كان قمنا بالواجب وكليت لبربوشة تاعنا
0.68,4999,احدثت   معك   من  قبل,ههههههههه علاش صرات معاك,علاش صرات معاك
0.6573,5005,صفحة المتوسوسين يرفعون أخبار علي سهيلة لماذا لا تتفاعلوا,صفحة موسوسين راهم ينزلو اخبار علي سهيلة علاش ماراكمش تتفاعلو,صفحة موسوسين راهم ينزلو اخبار علي سهيلة علاش ماراكمش تتفاعلو
1.0,5010,الريم سوهابيه كبيرة بعقلي لماذا لم تصدقيني الريم سوهابيه عمرك لا يا كبيرة انت منحوسة اكثر,الريم سوهابيه كبيره بعقلي علاش م مصدقتني الريم سوهابيه عمرك لا يا شيخة نحسك اكبر,الريم سوهابيه كبيره بعقلي علاش م مصدقتني الريم سوهابيه عمرك لا يا شيخة نحسك اكبر
1.0,5010,الريم سوهابيه  عقلي كبير لمادا لا تصدقني  الريم سوهابيه عمرك لا يا عجوز احسك اكبر,الريم سوهابيه كبيره بعقلي علاش م مصدقتني الريم سوهابيه عمرك لا يا شيخة نحسك اكبر,الريم سوهابيه كبيره بعقلي علاش م مصدقتني الريم سوهابيه عمرك لا يا شيخة نحسك اكبر
0.6666,5010,أنا عاقلة لمذا لا تصدقني . أحسك أكبر,الريم سوهابيه كبيره بعقلي علاش م مصدقتني الريم سوهابيه عمرك لا يا شيخة نحسك اكبر,الريم سوهابيه كبيره بعقلي علاش م مصدقتني الريم سوهابيه عمرك لا يا شيخة نحسك اكبر
1.0,5014,ولم تفعل ذلك ويوم عرسها افسدته,و علاش دارت هكدا مالقاتش وقتاش تخربها غير نهار عرسها,و علاش دارت هكدا مالقاتش وقتاش تخربها غير نهار عرسها
1.0,5021,غفرانك يارب وسميرة لما فاتحة قناة,غفرانك يارب وسميرة علاش فاتحة قناة,غفرانك يارب وسميرة علاش فاتحة قناة
1.0,5023,لماذا فضحت سرنا ، لأنهم فعلا يريدون اختطافها,علاش فضحتي السر راهوم بصاح باغين يخطفوها,علاش فضحتي السر راهوم بصاح باغين يخطفوها
1.0,5024,صح للاسف عرب لا ادري لم,بْنْتٌ لُبْلُآدِ صح للاسف عرب ماعنباليش علاش,بنت لبلآد صح للاسف عرب ماعنباليش علاش
1.0,5025,اصيله وبنت اصول لكن لم افهم لم تغضبوا منها,اصيله وبنت اصول بس مفهمتش علاش تزعفو منها,اصيله وبنت اصول بس مفهمتش علاش تزعفو منها
1.0,5027,لورين انت تعرفين لماذا هي تبكي,لورين علبالك علاش راهي تبكي,لورين علبالك علاش راهي تبكي
1.0,5037,انا انسانة انسى شرب الماء الذي هو اساس الحياة وتقول لي انت لم نسيتيني,آنٌے إنٌسًسًآنٌہ حًتُے آإمِيّة رَبّے آآلَلَے هِے أسًسًآس الَحًيّآآة نٌنٌسًآ نٌشّرَبّهِآ آتُجَے آنٌتُ وُآتُقَوُلَے عَلَآش انسيتينے,آنے إنسسآنہ حتے آإمية ربے آآللے هے أسسآس الحيآآة ننسآ نشربهآ آتجے آنت وآتقولے علآش انسيتينے
1.0,5038,قلب ابيض امين يارب وهناك ٬فقط الخير لماذا سوف  تغيب,قلب ابيض امين يارب وهناك ٬غير الخير علاش راح تغيب,قلب ابيض امين يارب وهناك ٬غير الخير علاش راح تغيب
1.0,5041,النفاذ الى المعلومة كيف يتم  يوم دراسي حول القانون الأساسي عدد لسنة,النفاذ الى المعلومة كيفاش يوم دراسي حول القانون الأساسي عدد لسنة,النفاذ الى المعلومة كيفاش يوم دراسي حول القانون الأساسي عدد لسنة
1.0,5043,كاهنة لا أحبها ولا أعرف لماذا (ضحك),كاهنة ما نحبهاش وما نعرفش علاش ههههههه,كاهنة ما نحبهاش وما نعرفش علاش
1.0,5045,لماذا تتكلمين  بالعربية لم افهم,علاش راكي تهدري بالعربية مفهمتش,علاش راكي تهدري بالعربية مفهمتش
1.0,5047,أتظن أن هايدي ليس عندها مشكل مع أحدهم لماذا يحاربونها لم أفهم,زعما هايدي ماعندهاش مشكل مع شي واحد علاش كيحاربوها مافهمتش,زعما هايدي ماعندهاش مشكل مع شي واحد علاش كيحاربوها مافهمتش
1.0,5052,لما  ليس  مثل  مثل   السابق,ههههههه علاش ماشي بحال بحال,علاش ماشي بحال بحال
1.0,5058,الريم سوهابيه لماذا لم تصدقوعمري  نعم صحيح الريم سوهابيه,الريم سوهابيه علاش م صدقتو عمري اي صح الريم سوهابيه,الريم سوهابيه علاش م صدقتو عمري اي صح الريم سوهابيه
1.0,5058,الريم سوهابية لماذا صدقتم عمري صحيح الريم سوهابية,الريم سوهابيه علاش م صدقتو عمري اي صح الريم سوهابيه,الريم سوهابيه علاش م صدقتو عمري اي صح الريم سوهابيه
1.0,5058,الريم السوهابية لماذا لم تصدقيني بالفعل انت الريم السوهابية,الريم سوهابيه علاش م صدقتو عمري اي صح الريم سوهابيه,الريم سوهابيه علاش م صدقتو عمري اي صح الريم سوهابيه
0.6822,5072,لماذا الليبيين ممنوعين من التغميس و السفر للجنة من سرت للاجانب فقط,علاش الليبيين ممنوعين من التغميس و السفر للجنة من سرت للاجانب فقط,علاش الليبيين ممنوعين من التغميس و السفر للجنة من سرت للاجانب فقط
1.0,5076,لملم تلتقطي صورة للكسكس وترسليها لي,بشرى الصحراء مغربية علاش ماصورتيش الكسكس,بشرى الصحراء مغربية علاش ماصورتيش الكسكس
0.6709,5083,وكيف فعلت مع معهد الاندلسي الجزائري,و كيفاش يا شيخ ههههههههه درت المعهد الموسيقي ل سنوات في الشعبي و الأندلسي الجزائري,و كيفاش يا شيخ درت المعهد الموسيقي ل سنوات في الشعبي و الأندلسي الجزائري
0.6556,5086,هو محترم و مقدم برنامج محترم جيد جدا لماذا لم تذهب هي مجرد تساؤلات,محترم و مقدم البرنامج محترم و برنامج مليح بزاف علاش مراحتش هي مجرد تساؤلات,محترم و مقدم البرنامج محترم و برنامج مليح بزاف علاش مراحتش هي مجرد تساؤلات
0.6613,5094,لماذا هالة لماذا ليست هناء,علاش هالة علاش ماشي هناء,علاش هالة علاش ماشي هناء
1.0,5098,لم أفهم لماذا عندما كنا صغارا كنا نضع النقوذ في فمنا مع العلم أن هناك من دخل المستشفى,مزال مفهمت علاش ملي كنا صغار كن ديرو الفلوس فالفم مع العلم كين لي مشا فيها المستشفى,مزال مفهمت علاش ملي كنا صغار كن ديرو الفلوس فالفم مع العلم كين لي مشا فيها المستشفى
1.0,5103,هنالك أمور كثيرة لا أستطيع الكلام فيها هنا عموم انت تعرفينني وتعرفين انني لا أظلم ابدا طول حياتي,كاين بزاف حوايج مانقدرش نهدرهم هنا بوبليك تعرفيني و شفتيني كيفاش كنت عمري ما نظلم,كاين بزاف حوايج مانقدرش نهدرهم هنا بوبليك تعرفيني و شفتيني كيفاش كنت عمري ما نظلم
