id,msa_verified,tweet,cleanedtweet2
36282,ماذا تريد بالزمان الماضي؟ نحن لم نخلق لماضينا يا قصص جوليا القصة كلها,"""شو بدك بزمان الماضي .. نحن ما خلقنا لماضينا"" #يا_قصص  #جوليا_القصة_كلها  #Julia_Platea2014 #JULIA",شو بدك بزمان الماضي نحن ما خلقنا لماضينا يا قصص جوليا القصة كلها
36282,ماذا تريد من الماضي؟ نحن لم نخلق لماضينا يا قصص جوليا القصة كلها,"""شو بدك بزمان الماضي .. نحن ما خلقنا لماضينا"" #يا_قصص  #جوليا_القصة_كلها  #Julia_Platea2014 #JULIA",شو بدك بزمان الماضي نحن ما خلقنا لماضينا يا قصص جوليا القصة كلها
36282,ماذا تريد من الزمن الماضي؟ نحن لم نخلق للماضي يا قصص جوليا القصة كلها,"""شو بدك بزمان الماضي .. نحن ما خلقنا لماضينا"" #يا_قصص  #جوليا_القصة_كلها  #Julia_Platea2014 #JULIA",شو بدك بزمان الماضي نحن ما خلقنا لماضينا يا قصص جوليا القصة كلها
36287,الله يزيد من الأيام التي مثل هذه,الله يكتر من الايام ال زي هيك 😍😂,الله يكتر من الايام ال زي هيك
36311,يعجبك هذا يا عجارمة؟ لقد أبكيت نانسي,عجبك هيك يا عجارمة بكّيت نانسي 😡,عجبك هيك يا عجارمة بكيت نانسي
36311,هل أعجبك هذا يا عجارمة أبكيت نانسي,عجبك هيك يا عجارمة بكّيت نانسي 😡,عجبك هيك يا عجارمة بكيت نانسي
36327,الوضع إن أصبح أفضل من هذا سيصبح خرابا,الوضع إذا بصير أحسن من هيك بتخرب 🔫☺,الوضع إذا بصير أحسن من هيك بتخرب
36327,الوضع ان اصبح افضل من ذلك يسوء,الوضع إذا بصير أحسن من هيك بتخرب 🔫☺,الوضع إذا بصير أحسن من هيك بتخرب
36337,لو كنت مكاني لما اخترت حياة أجمل من هذه الحمد لله,#لو_كنت_بمكاني ما بختار احسن من هيك حياتي الحمد لله,لو كنت بمكاني ما بختار احسن من هيك حياتي الحمد لله
36349,كيف يبدأ المشكلة اللبناني؟ أنت أنت أتكلم معك ماذا بك؟,#كيف_ببلش_المشكل_اللبناني اووووو انت انت عم بحكي معك شو بك,كيف ببلش المشكل اللبناني او انت انت عم بحكي معك شو بك
36356,قل لي أنك تحبني ماذا سيحدث؟ أحبك بحجم الدنيا بشرفك هل هناك أجمل من ذلك؟,قلي بحبك شو بيصير قد الدني بحبك @Raniazs بشرفك شو احلى من هيك في,قلي بحبك شو بيصير قد الدني بحبك بشرفك شو احلى من هيك في
36359,أتمنى لكل شخص يتحدث هكذا أن يتواجد في نفس الموقف ويتذكر كلامه,@Ruurryx 👏🏻👏🏻 ناس بتمنى اي شخص هيك بحكي ينحط بنفس الموقف و يتذكر كلامو,ناس بتمنى اي شخص هيك بحكي ينحط بنفس الموقف و يتذكر كلامو
36365,المهم هذه المنطقة يلزمها إبريق شاي على الحطب ورأس أرجيلة,المهم ، هيك منطقة بلزمها ابريق شاي عالحطب وراس ارجيلة 💔,المهم هيك منطقة بلزمها ابريق شاي عالحطب وراس ارجيلة
36378,أموت وأعرف من اخترع كلمتي حلو و بجنن متى رأوني ليقولوا هذا؟,"أموت وأعرف الي اخترعوا كلمة ""حلو و بجنن"" متى شافوني عشان يحكوا هيك ؟!",أموت وأعرف الي اخترعوا كلمة حلو و بجنن متى شافوني عشان يحكوا هيك ؟
36378,أموت وأعرف الذين اخترعوا كلمة حلو وبجنن متى رأوني حتى يقولوا هكذا,"أموت وأعرف الي اخترعوا كلمة ""حلو و بجنن"" متى شافوني عشان يحكوا هيك ؟!",أموت وأعرف الي اخترعوا كلمة حلو و بجنن متى شافوني عشان يحكوا هيك ؟
36388,وأنا هذا رأيي في الأصل هم لا يفهمون في المواهب,@_anwar98 وانا هيك قولتي😂😂😂😂😂😂❤️❤️❤️ اصلا #بفهموش_بالمواهب 😒✌🏻️,وانا هيك قولتي اصلا بفهموش بالمواهب
36391,هي تشرب شاي اخضر اذا هيه دبة غير ذلك لا تقنعني,هي تشرب شاي اخضر اذا هي دبة ، غير هيك لا تقنعني ☺,هي تشرب شاي اخضر اذا هي دبة غير هيك لا تقنعني
36391,هي تشرب شايا اخضرا اذن هي بدينة لا تقنعني بغير ذلك,هي تشرب شاي اخضر اذا هي دبة ، غير هيك لا تقنعني ☺,هي تشرب شاي اخضر اذا هي دبة غير هيك لا تقنعني
36405,سافر يومين إلى أمريكا وعاد ليحدثنا نحن عندنا في أمريكا هكذا وهكذا,"سافر يومين على امريكا و رجع ، صار يحكي ""احنا عندنا بأمريكا هيك هيك .."" 😩",سافر يومين على امريكا و رجع صار يحكي احنا عندنا بأمريكا هيك هيك
36405,سافر يومين إلى أمريكا وعاد يقول نحن عندنا في أمريكا هكذا وهكذا,"سافر يومين على امريكا و رجع ، صار يحكي ""احنا عندنا بأمريكا هيك هيك .."" 😩",سافر يومين على امريكا و رجع صار يحكي احنا عندنا بأمريكا هيك هيك
36409,هكذا دائما يتركونك في منتصف الطريق غدر خيانة,@danaa_98 هيك دايما بتركوك بنص الطريق #بوح #غدر #خيانة,هيك دايما بتركوك بنص الطريق بوح غدر خيانة
36409,هكذا دائما يتركونك في منتصف الطريق يتحدثون بالغدر والخيانة,@danaa_98 هيك دايما بتركوك بنص الطريق #بوح #غدر #خيانة,هيك دايما بتركوك بنص الطريق بوح غدر خيانة
36437,عندما أشاهد أشعر أنني فاشلة في الحياة كيف يكون هؤلاء الأطفال هكذا؟,بس احضر The voice kids بحس حالي فاشله بالحياه 😂😂😂 كيف هالاطفال بكونوا هيك ؟؟ 😂😂😂,بس احضر بحس حالي فاشله بالحياه كيف هالاطفال بكونوا هيك ؟؟
36454,هذا كثير جدا وأنا أيضا أريد أن أولول لا أحد بمقامك يا حبيبي,@heba_abbassi96 كثييير هيك .. و انا كمان بدي ول ول ول 😭😭 ما حد قدك يا بيبي,كثير هيك و انا كمان بدي ول ول ول ما حد قدك يا بيبي
36482,لا هو الزعيم يحتاج الى مثل هؤلاء الحمير حتى يصير زعيم,@manaljahjah لا هو الزعيم عايز هيك حمير تا يركب زعيم,لا هو الزعيم عايز هيك حمير تا يركب زعيم
36486,كيف أنتي هكذا يا أخي؟ يا هكذا بنات العم أو بلا أبوس روحك أيوه,@iilyool انتي كيف هيك ياخي ياهيك بنات العم يا بلا لك ابوس روحك ايهه💗,انتي كيف هيك ياخي ياهيك بنات العم يا بلا لك ابوس روحك ايهه
36486,كيف تفعلين هذا يا أخي إما أن تكون بنات العم هكذا أو لا تكون أقبل روحك أحبك,@iilyool انتي كيف هيك ياخي ياهيك بنات العم يا بلا لك ابوس روحك ايهه💗,انتي كيف هيك ياخي ياهيك بنات العم يا بلا لك ابوس روحك ايهه
36507,هنيئا لك بهذا الصديق في هذا الوقت أجمل رافي في العالم,@2AdolphZ نيااااالك على هيك صديق بهيك وقت أحلى رافي بالعالم,نيالك على هيك صديق بهيك وقت أحلى رافي بالعالم
36509,هي تقول هكذا بسبب كلام هادي شرارة,@Dodi_802 هي بتقول هيك من ورا كلام هادي شرارة,هي بتقول هيك من ورا كلام هادي شرارة
36531,لو كل سبت هكذا ماذا كان سيحصل؟,لو كل سبت هيك ، شو كان صار 😒😒,لو كل سبت هيك شو كان صار
36538,حنان حيوانة لماذا تتكلم هكذا امام الفتاة لقد ازعجتها,حنان حيوانه ليه تحكي هيك قدام البنت قهرتها 😭😭😭😭 #StaracArabia #HaidyMoussa,حنان حيوانه ليه تحكي هيك قدام البنت قهرتها
36544,نعم هكذا خمسة وخميسة,@Wafaa__97 هههههههه ايون هيك 😌😂 خمسة وخميسة 😂😂 😉😉🌷,ايون هيك خمسة وخميسة
36550,كيف تبدأ المشكلة اللبنانية بين فتاتين؟ بقول إحداهما للأخرى لماذا حواجبك عريضة؟,"#كيف_ببلش_المشكل_اللبناني بين بنتين .. ""ليه هيك حواجبك عراض؟""",كيف ببلش المشكل اللبناني بين بنتين ليه هيك حواجبك عراض؟
36580,نحن نعلم أن مها بنت أصل أما الوضيعة والكلبة التي تقول ذلك فوكيلها الله,@soumias21259559 @marwacrb @hayoutta1 @MinaWeibe @b66070be3151461 احنا عارفين مها بنت اصل و الواطية و الكلبة اللي بتحكي هيك وكيلها ربي,احنا عارفين مها بنت اصل و الواطية و الكلبة اللي بتحكي هيك وكيلها ربي
36609,دقيقة من فضلك ماذا تريدون؟ حنان تجن ستار أكاديمي دقيقة هاتف لحنان ورافييل,بس دقيقة بليييز شو بدكم حنان تجن  #ستاراك_دقيقة_تليفون_لحنان_ورافييل #hananelkhader  #rafaieljabour,بس دقيقة بليز شو بدكم حنان تجن ستاراك دقيقة تليفون لحنان ورافييل
36629,لو أن كل يوم في الليل هكذا سهرة,@Noureddinerash1 لو كل يوم بالليل هيك سهرة,لو كل يوم بالليل هيك سهرة
36629,لو كل يوم في الليل هكذا سهرة,@Noureddinerash1 لو كل يوم بالليل هيك سهرة,لو كل يوم بالليل هيك سهرة
36638,عندما تقرر أن يكون مشروع تخرجك مع شخص من السلط من أجل الزفة,لما تقرر انو مشروعك التخرج يكون مع حدا سلطي مشان الزفة✋,لما تقرر انو مشروعك التخرج يكون مع حدا سلطي مشان الزفة
